Product Name,Category,Unit Cost,Selling Price,Current Stock,Min Stock,Max Stock,Warehouse,Supplier,Reliability,Lead Time,Shipment Expected,Shipment Actual,Shipment Cost,Order Qty,Order Date,Region
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,7,2025-06-09,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,5,2025-08-12,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2025-09-05,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-02-14,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-09-30,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-16,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-04-26,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2026-03-01,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-10-18,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-01-02,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-11-16,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-18,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-09-04,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2025-08-06,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,20,2025-11-07,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2026-03-13,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2026-04-15,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-03-04,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-04-12,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-20,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-07-23,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2025-08-15,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,7,2025-07-20,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-01-29,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-03-27,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,8,2025-10-15,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,29,2026-04-30,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-08-22,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,38,2025-07-06,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-01-07,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-09-04,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,9,2025-12-09,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2025-12-05,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-08-11,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-09-09,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2026-04-29,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-17,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-08-04,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2025-08-31,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-10-10,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,11,2025-10-13,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-07-23,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,5,2026-04-17,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,11,2025-12-06,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-03-19,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-07-22,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,10,2025-12-20,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2026-03-29,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-01-12,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,5,2025-07-30,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-09-07,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-01-01,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-02-19,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-12-17,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2025-12-05,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-06-04,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-10-27,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-02-04,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-06-18,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,8,2025-10-26,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,1,2026-05-03,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-24,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-07-03,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,9,2025-09-29,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,3,2025-06-03,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2026-04-06,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-09-02,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-03-08,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-01-25,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,22,2026-03-25,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-01-17,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2025-11-10,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,8,2025-10-20,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-10-27,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2026-01-28,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-09-28,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,7,2025-09-14,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-12-01,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-08-02,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-02-09,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-01-09,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2025-06-06,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,15,2025-08-01,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-09-24,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-10-11,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-11-06,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-05-21,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-08-01,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,1,2026-02-02,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-07-23,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,3,2025-06-14,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,3,2025-11-19,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,2,2026-02-16,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2025-12-21,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,7,2025-11-01,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-08-10,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,8,2025-07-17,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,8,2026-04-03,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2026-03-29,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-05-21,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2026-03-22,MEA
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-02-17,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-02-25,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,3,2025-11-24,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,39,2025-10-13,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-06-17,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,7,2025-10-17,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-04-28,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-02-02,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,4,2025-08-25,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-01-02,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,3,2026-01-16,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-02-10,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-05,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2025-10-31,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,1,2026-05-22,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,8,2025-10-30,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2025-09-08,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,19,2025-07-28,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-02-14,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-04-14,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,8,2025-10-30,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,12,2026-01-23,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-08-17,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-10,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-27,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2026-05-06,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-12-22,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,13,2025-10-14,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-06-03,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-07-23,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-02-12,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,3,2025-11-30,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,29,2025-11-18,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2025-09-08,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-06-25,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-05-25,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-02-22,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,3,2025-09-16,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2025-07-26,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-10-24,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,9,2026-03-14,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,4,2025-05-29,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-11-04,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2025-07-14,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,18,2026-04-29,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2025-10-17,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,11,2026-01-12,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2026-04-30,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,6,2025-10-04,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-03-29,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-10-31,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,4,2025-11-26,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2026-05-08,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-04-05,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,12,2026-05-11,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2026-05-04,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2025-07-03,US
Power Module,Electronics,22.0,49.99,33,35,176,Midwest,Epsilon Tech,0.92,6,,,,,,
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-10-08,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-07-25,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-11-02,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2026-03-04,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,1,2026-02-06,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-08-31,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,3,2025-11-16,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-05-16,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-10-15,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-01-02,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,8,2025-12-16,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-04-29,LATAM
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-08-21,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2026-05-16,US
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-03-17,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,1,2026-02-18,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,8,2025-12-07,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,20,2025-08-16,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2025-06-02,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2026-04-14,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2026-05-11,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,17,2026-04-20,EU
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,13,2026-04-25,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-11-21,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2025-08-03,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-01-07,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-03-14,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-09-12,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2026-05-19,US
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-07-16,US
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-07-13,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2026-01-07,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,6,2025-11-30,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-05-26,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-05-15,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2026-05-09,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,2,2025-06-19,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-03-02,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,14,2025-12-07,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-07-10,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2026-01-01,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,15,2025-07-04,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-08-19,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-12-05,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-02-22,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,25,2025-10-20,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-02-10,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-11-24,EU
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,5,2025-08-02,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-01-18,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-12,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,7,2025-10-26,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,1,2026-03-03,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,12,2026-03-15,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-06-19,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2025-06-21,APAC
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-06-29,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,7,2025-09-17,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2025-12-06,MEA
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-04-27,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,13,2025-07-20,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2026-01-17,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,21,2025-06-10,APAC
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-03-29,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-09-16,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2026-05-10,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,7,2025-08-16,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-02-19,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2025-07-08,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-09-26,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-10-08,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,5,2025-10-07,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,4,2026-02-19,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-16,EU
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-12,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-11-25,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,8,2025-07-02,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-07-08,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,3,2026-04-12,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-07-16,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2026-03-20,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,8,2025-10-01,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-06-10,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-05-27,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-05-02,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-02-13,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-11-11,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-27,US
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,29,2025-09-03,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-09-09,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2026-02-21,APAC
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-01-31,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-09,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2026-04-12,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2026-05-15,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2025-09-03,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-06-10,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-01-28,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,10,2026-03-30,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,1,2026-01-15,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,5,2025-06-17,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-06-10,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-14,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-01-10,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,11,2026-01-13,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2025-12-28,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-07-16,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2025-08-02,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2025-07-30,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-06-13,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2026-04-02,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-03-29,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,10,2026-01-08,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,16,2026-05-17,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2026-05-06,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-11-15,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-02-22,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,6,2025-08-28,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-09-27,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-11-02,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,14,2025-07-24,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-05-21,US
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-18,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-10-29,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-01-31,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2026-03-26,EU
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-12-16,US
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-04-01,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-10-22,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,7,2025-10-30,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-02-15,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-10-23,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,4,2026-03-25,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-19,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,23,2025-06-30,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,7,2025-12-19,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,16,2026-03-02,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-09-29,APAC
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-05-16,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2025-07-29,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2025-09-03,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,3,2025-11-01,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2025-11-14,EU
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-19,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2026-03-23,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-08-03,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-07-07,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-12-29,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,8,2025-12-18,APAC
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,4,2025-12-19,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-15,LATAM
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-05-25,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-08-04,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-11-16,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,5,2025-09-11,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,24,2025-12-09,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-14,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-20,US
