Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
AA Batteries 24pk Lite+,174.23,244.97,909,Safety,Midwest,2,1302
AAA Batteries 24pk Ultra,34.98,48.02,792,Safety,West Coast,8,1736
Extension Cord 25ft 12AWG Smart,121.76,173.57,818,Safety,International,10,1216
Power Strip 6-Outlet USB Standard,28.39,40.55,429,Safety,International,9,1642
Cable Protector Ramp Lite,8.38,11.39,462,Safety,West Coast,10,1298
Lockout Tagout Kit V2,154.56,186.67,593,Safety,Midwest,5,1067
Hazmat Spill Kit 5gal Premium,35.39,42.29,139,Safety,South,8,1364
Eye Wash Station Wall XL,240.22,315.76,803,Safety,East Coast,2,1784
Flammable Storage Cabinet Standard,130.38,153.2,360,Safety,South,7,1480
4-Gas Detector Meter Elite,143.27,182.9,878,Safety,West Coast,10,1761
Small Box 8x8x8 25pk Eco,24.54,39.15,6307,Packaging,Primary,64,17874
Medium Box 12x12x12 25pk Max,89.46,115.33,3451,Packaging,Primary,53,12254
Large Box 18x18x18 15pk Ultra,62.57,87.95,429,Packaging,International,73,16990
Bubble Wrap Roll 175ft V3,7.33,10.95,9781,Packaging,International,62,14999
Packing Peanuts 14cu ft Standard,22.24,34.99,8945,Packaging,West Coast,54,17019
Shipping Tape Clear 6pk Smart,2.83,3.93,2123,Packaging,East Coast,39,14284
Shipping Labels 4x6 500ct Lite,57.71,87.58,3089,Packaging,International,70,12527
Poly Mailers 10x13 100pk Max,9.42,13.79,1389,Packaging,West Coast,60,12097
Stretch Wrap 18in 1000ft Lite+,87.75,123.03,3662,Packaging,Midwest,79,15207
Kraft Packing Paper 25lb Plus,44.4,59.85,563,Packaging,South,76,10205
Foam Sheets 12x12 50pk XL,85.28,126.95,6689,Packaging,International,36,13152
Strapping Tape 2in 6pk V3,17.51,23.85,4283,Packaging,Midwest,45,11064
Pallet Wrap 80ga 1500ft Bulk,41.32,49.64,8226,Packaging,Primary,97,14303
Air Pillow Film Roll Premium,66.75,81.17,8511,Packaging,International,99,16481
Tissue Paper White 100pk Eco,40.24,63.17,8271,Packaging,West Coast,83,15435
Gift Boxes Assorted 12pk V2,63.33,92.51,9748,Packaging,East Coast,99,13560
Satin Ribbon Roll 50yd Compact,51.35,63.86,8606,Packaging,West Coast,58,12965
Gift Bags Medium 24pk Premium,10.58,15.57,9704,Packaging,East Coast,89,15518
Kraft Paper Roll 36in x 200ft Advanced,82.39,113.78,9417,Packaging,East Coast,39,14319
Corrugated Roll 48in x 100ft Compact,72.96,109.22,392,Packaging,West Coast,32,13435
Whole Bean Coffee 2lb Mini,18.73,26.28,1314,Food & Beverage,West Coast,11,4972
Ground Coffee Medium 5lb Ultra,47.17,63.22,2053,Food & Beverage,International,9,4479
Earl Grey Tea 200ct Bulk,40.93,49.84,868,Food & Beverage,South,8,4826
Cane Sugar 10lb Eco,5.78,7.99,2656,Food & Beverage,West Coast,15,5027
Coffee Creamer Singles 100pk Compact,48.63,66.41,1762,Food & Beverage,Midwest,29,3388
Paper Cups 12oz 100pk Compact,21.12,24.66,491,Food & Beverage,Primary,6,3083
PLA Lids 12oz 100pk V2,28.43,36.92,2745,Food & Beverage,West Coast,25,5306
Wood Stirrers 1000pk Advanced,37.53,53.08,1930,Food & Beverage,West Coast,7,3020
Cocktail Napkins 500pk Mini,35.73,52.87,961,Food & Beverage,International,22,3218
Paper Plates 9in 100pk HD,12.24,16.71,41,Food & Beverage,Midwest,16,3883
Wood Cutlery Set 200pk Compact,54.27,66.37,2308,Food & Beverage,International,20,5357
Spring Water 24pk 16oz V2,39.57,58.32,2069,Food & Beverage,East Coast,15,4576
Granola Bars Variety 36pk V2,22.95,30.53,2532,Food & Beverage,East Coast,21,4299
Mixed Nuts 2lb Canister Lite,6.07,8.85,699,Food & Beverage,East Coast,27,4065
Dried Fruit Mix 3lb Basic,28.08,40.74,137,Food & Beverage,Midwest,20,4331
Multigrain Crackers 8pk Smart,12.22,14.47,2696,Food & Beverage,International,15,4028
Creamy Peanut Butter 40oz Smart,16.19,23.06,501,Food & Beverage,Midwest,24,5312
Strawberry Jam 32oz Premium,18.73,25.99,2699,Food & Beverage,International,18,3720
Chicken Noodle Soup 6pk Premium,37.46,50.33,55,Food & Beverage,Midwest,24,3577
Solid Light Tuna 8pk Ultra,51.89,61.03,1483,Food & Beverage,International,20,3936
Jasmine Rice 25lb HD,29.98,34.54,1851,Food & Beverage,International,7,4312
Penne Pasta 6pk 1lb Mini,49.47,59.59,393,Food & Beverage,Primary,26,3485
Extra Virgin Olive Oil 1L V3,6.75,9.02,1885,Food & Beverage,Midwest,10,3077
Balsamic Vinegar 500ml XL,32.69,40.73,1558,Food & Beverage,Primary,19,4759
Sea Salt & Pepper Set Smart,23.63,30.5,1910,Food & Beverage,Primary,27,4541
Spice Rack 20-Jar Lite,40.16,46.95,1137,Food & Beverage,Primary,13,4114
Raw Honey 32oz Lite,2.05,2.49,2708,Food & Beverage,Midwest,17,4401
Organic Granola 2lb Compact,38.8,50.89,1747,Food & Beverage,West Coast,26,4617
Whey Protein 5lb Chocolate Ultra,48.77,68.46,2438,Food & Beverage,Midwest,26,4952
Electrolyte Mix 30pk Lemon Standard,6.43,7.53,41,Food & Beverage,West Coast,19,5128
Wireless Mouse Smart,23.81,34.55,376,Electronics,East Coast,2,623
Mechanical Keyboard Plus,552.7,701.26,451,Electronics,International,4,889
USB-C Hub V2,109.96,157.37,330,Electronics,Primary,1,714
Webcam HD Compact,855.94,1098.83,440,Electronics,Primary,4,612
Bluetooth Speaker Bulk,187.44,281.17,156,Electronics,South,2,778
Portable Charger Pro,856.09,1227.41,40,Electronics,South,4,576
HDMI Cable V3,60.86,84.0,337,Electronics,West Coast,4,557
SSD 1TB Plus,433.71,647.72,30,Electronics,Primary,4,703
RAM 16GB Module Compact,545.49,675.37,438,Electronics,West Coast,4,529
Graphics Card RTX Elite,57.45,68.79,240,Electronics,International,5,827
CPU Processor Lite+,401.54,530.96,108,Electronics,South,1,804
Motherboard ATX Standard,374.11,435.06,481,Electronics,International,5,698
Power Supply 750W Plus,496.81,625.21,220,Electronics,East Coast,1,576
PC Case Mid-Tower Smart,777.22,1052.75,14,Electronics,Midwest,5,842
Monitor 27 4K Basic,467.78,671.2,236,Electronics,South,5,776
Laptop Stand Aluminum Advanced,142.05,207.55,238,Electronics,Midwest,3,818
Noise Cancelling Headphones Advanced,668.03,911.97,225,Electronics,West Coast,2,728
Smart Watch Pro Advanced,172.72,246.71,11,Electronics,International,1,791
Fitness Tracker Band Ultra,63.0,80.63,254,Electronics,West Coast,3,802
Wireless Earbuds Pro,108.52,167.96,441,Electronics,Midwest,2,696
Tablet 10 inch Max,655.51,776.87,432,Electronics,Midwest,3,695
E-Reader Paperwhite Advanced,870.52,1097.56,279,Electronics,East Coast,2,773
Smart Plug WiFi Standard,678.34,890.18,485,Electronics,Primary,5,828
WiFi Router AX Eco,407.2,536.71,171,Electronics,West Coast,1,790
Network Switch 8-Port V2,599.2,876.66,343,Electronics,South,1,691
External HDD 2TB HD,576.62,771.33,280,Electronics,Primary,1,614
Flash Drive 128GB Smart,61.15,72.92,377,Electronics,East Coast,1,863
Memory Card 256GB Compact,727.4,1070.25,18,Electronics,South,3,725
Desk Lamp LED Plus,276.96,399.78,149,Electronics,Primary,5,634
Phone Charger 65W XL,615.71,842.62,173,Electronics,East Coast,1,809
Screen Protector Glass Smart,233.19,282.69,291,Electronics,International,5,547
Phone Case Silicone Lite,561.91,800.31,227,Electronics,Primary,5,805
Laptop Sleeve 15in Pro,563.15,837.72,223,Electronics,Midwest,1,827
Monitor Arm Single Advanced,69.99,107.4,154,Electronics,Midwest,3,541
Keyboard Wrist Rest HD,784.62,1024.32,57,Electronics,Midwest,4,888
Mouse Pad XXL Max,752.56,949.22,6,Electronics,Primary,4,740
Cable Management Kit Basic,872.32,1122.6,270,Electronics,East Coast,3,783
Surge Protector 12-Outlet Premium,899.04,1038.09,324,Electronics,International,4,748
UPS Battery 1500VA Elite,877.6,1122.38,252,Electronics,Primary,2,645
USB Microphone Plus,211.27,259.63,192,Electronics,South,1,882
Ring Light 18in HD,87.67,113.01,290,Electronics,East Coast,5,722
Green Screen 5x7ft Max,619.2,863.36,329,Electronics,West Coast,4,714
Streaming Deck MK2 Mini,550.97,763.6,436,Electronics,East Coast,3,759
Capture Card 4K V2,895.89,1057.25,298,Electronics,Primary,1,542
Drone Camera Pro Max,775.49,1143.01,123,Electronics,South,2,634
Action Camera 4K Max,885.06,1174.68,389,Electronics,Midwest,4,857
Digital Camera Mirrorless Plus,480.7,663.8,440,Electronics,South,2,716
Camera Lens 50mm V2,215.14,304.1,189,Electronics,East Coast,3,635
Tripod Carbon Fiber Premium,234.18,343.11,51,Electronics,International,2,767
Camera Bag Backpack Pro,109.88,140.13,444,Electronics,Midwest,3,744
SD Card Reader Smart,252.44,300.37,499,Electronics,East Coast,3,552
Ballpoint Pens 12pk Smart,98.67,171.27,774,Office Supplies,East Coast,11,2321
Sticky Notes 8pk Lite+,65.73,98.76,461,Office Supplies,Primary,19,2496
File Folders 24pk Ultra,58.21,75.68,674,Office Supplies,International,8,3395
Printer Paper A4 5-Ream Eco,27.35,36.67,1450,Office Supplies,International,8,2196
Ink Cartridge Black XL V3,102.84,172.63,1008,Office Supplies,Midwest,17,2667
Ink Cartridge Color Combo V2,99.76,149.09,1835,Office Supplies,Primary,11,2765
Desk Organizer Bamboo Pro,76.24,103.34,1434,Office Supplies,West Coast,14,3579
Paper Shredder Cross-Cut Advanced,8.93,15.5,1621,Office Supplies,South,20,2349
Laminator Machine A4 Standard,8.46,14.51,1128,Office Supplies,Midwest,9,3063
Label Maker Portable V2,66.39,93.5,922,Office Supplies,East Coast,9,3180
Whiteboard Magnetic 48x36 Ultra,5.17,7.53,1561,Office Supplies,International,9,3290
Dry Erase Markers 8pk XL,156.54,277.24,1502,Office Supplies,Primary,10,2779
Whiteboard Eraser Advanced,11.83,16.69,292,Office Supplies,East Coast,8,2856
Stapler Heavy-Duty V3,168.74,269.75,857,Office Supplies,Primary,18,2764
Staples 5000pk Lite,16.1,21.23,297,Office Supplies,Primary,18,3530
Tape Dispenser Desktop V3,150.56,249.96,1718,Office Supplies,Midwest,13,2908
Scissors Titanium Bulk,136.52,233.55,1135,Office Supplies,International,20,3426
Paper Clips 100pk HD,38.87,58.01,504,Office Supplies,South,18,3208
Binder Clips Assorted 24pk Basic,85.58,129.65,1784,Office Supplies,South,14,2508
Rubber Bands 1lb V2,97.59,151.26,1532,Office Supplies,International,6,2360
Envelopes White 100pk Max,118.19,196.9,1369,Office Supplies,Midwest,16,2676
Notebooks College-Ruled 6pk XL,152.26,252.09,1016,Office Supplies,West Coast,16,2552
Daily Planner 2024 Bulk,21.37,33.67,1918,Office Supplies,East Coast,16,2316
Scientific Calculator Max,3.15,5.6,1365,Office Supplies,Midwest,10,2574
Ruler Metal 12in Premium,122.11,205.14,289,Office Supplies,East Coast,16,2249
3-Hole Punch Advanced,11.18,13.92,1408,Office Supplies,International,16,2090
Letter Tray Stackable HD,103.08,173.02,434,Office Supplies,Primary,12,2696
Magazine Rack Wire Plus,171.26,273.13,1103,Office Supplies,International,10,3062
Bulletin Board Cork 36x24 Max,111.33,138.31,318,Office Supplies,Midwest,20,3496
Push Pins Colored 100pk Pro,55.8,73.17,1058,Office Supplies,Midwest,15,3435
Correction Tape 3pk Mini,135.29,182.27,1353,Office Supplies,Primary,10,3298
Glue Sticks Washable 6pk XL,68.41,95.76,1972,Office Supplies,West Coast,17,2360
Index Cards Ruled 200pk Plus,123.9,177.18,634,Office Supplies,East Coast,6,2287
Graph Paper Pad 4x4 Bulk,31.09,47.17,1278,Office Supplies,South,4,3387
Legal Pads Yellow 3pk Advanced,136.99,207.05,805,Office Supplies,Primary,4,3075
Presentation Folders 25pk Lite,159.31,191.52,223,Office Supplies,International,13,3220
Sheet Protectors 50pk V2,164.62,217.73,839,Office Supplies,Midwest,4,2500
Report Covers Prong 12pk Advanced,6.25,9.94,1163,Office Supplies,West Coast,20,2586
Clipboard Letter-Size Premium,38.49,65.42,295,Office Supplies,East Coast,7,2406
Pen Holder Mesh HD,154.74,251.97,1032,Office Supplies,East Coast,19,2853
Ergonomic Office Chair Basic,1101.53,1285.59,11,Furniture,Primary,1,164
Electric Standing Desk Standard,352.96,482.7,91,Furniture,South,1,105
L-Shaped Corner Desk Lite+,813.04,1013.42,100,Furniture,International,2,165
5-Tier Bookshelf Premium,276.03,349.62,73,Furniture,South,1,108
3-Drawer Filing Cabinet Lite+,416.21,478.57,13,Furniture,Primary,1,113
Conference Table 8-seat V2,1351.58,1631.41,90,Furniture,Midwest,2,139
Guest Chair Padded Pro,331.48,377.67,29,Furniture,Primary,1,117
Desk Lamp Architect Lite+,755.48,932.51,98,Furniture,East Coast,1,139
Chair Floor Mat 48x36 Eco,1220.72,1523.68,42,Furniture,South,1,110
Monitor Riser Wood Bulk,869.06,999.44,55,Furniture,West Coast,1,103
Storage Cabinet Locking Mini,555.14,632.35,60,Furniture,Primary,1,150
Coat Rack Standing Basic,1247.38,1410.63,75,Furniture,Primary,2,128
Waste Basket Metal Plus,60.39,82.71,10,Furniture,International,2,177
Under-Desk Drawer Unit V2,1069.31,1196.91,52,Furniture,East Coast,1,119
Computer Desk Compact Basic,925.45,1038.86,86,Furniture,East Coast,2,104
Gaming Chair Racing Pro,1196.03,1549.82,73,Furniture,West Coast,1,176
Recliner Leather Pro,137.03,188.38,37,Furniture,Midwest,2,178
3-Seat Sofa Fabric Lite,1216.14,1423.94,53,Furniture,Midwest,1,159
Coffee Table Glass Max,1255.97,1440.62,82,Furniture,Primary,2,146
Side Table Round Elite,1339.84,1476.72,96,Furniture,East Coast,1,144
TV Stand 65in Eco,1346.21,1627.2,16,Furniture,Midwest,2,123
Shoe Rack 4-Tier Max,479.25,536.99,41,Furniture,Primary,2,148
Wardrobe Sliding-Door Lite+,368.41,502.34,48,Furniture,Primary,1,143
6-Drawer Dresser V3,337.13,383.54,77,Furniture,East Coast,2,156
Nightstand 2-Drawer Plus,1215.66,1677.94,21,Furniture,Midwest,2,100
Queen Bed Frame Metal Standard,162.44,219.74,45,Furniture,West Coast,2,153
Queen Memory Foam Mattress Eco,357.82,398.96,51,Furniture,West Coast,1,166
Dining Table 6-seat Oak Lite+,414.4,483.35,14,Furniture,Primary,2,164
Dining Chair Padded 2pk Pro,72.76,92.1,15,Furniture,International,2,118
Bar Stool Adjustable Compact,701.31,780.66,93,Furniture,South,2,155
Kitchen Island Cart Eco,920.05,1086.02,48,Furniture,East Coast,1,102
Pantry Cabinet Tall Elite,384.0,495.34,49,Furniture,International,2,165
Bathroom Vanity 36in Standard,565.32,747.84,84,Furniture,Primary,1,107
Mirror Cabinet LED Advanced,179.08,231.67,78,Furniture,East Coast,1,117
Laundry Hamper Bamboo V2,37.99,46.07,46,Furniture,South,1,176
Room Divider 4-Panel Basic,1306.25,1439.6,97,Furniture,Primary,1,176
Accent Chair Velvet Lite+,1080.09,1198.58,45,Furniture,East Coast,1,174
Ottoman Storage Compact,1147.14,1420.67,83,Furniture,West Coast,2,102
Console Table Entryway Compact,163.51,199.06,22,Furniture,International,1,165
Storage Bench Entryway Standard,1388.54,1832.89,88,Furniture,Midwest,2,144
All-Purpose Cleaner 1gal Basic,39.83,67.12,4621,Cleaning,East Coast,50,7044
Glass Cleaner Spray 32oz Pro,8.11,10.15,4602,Cleaning,Primary,41,5329
Disinfectant Wipes 6pk Eco,18.49,29.34,1913,Cleaning,Midwest,28,6998
Floor Cleaner Concentrate Standard,5.8,8.1,1218,Cleaning,International,40,5471
Bathroom Cleaner Foaming Elite,42.23,72.59,2811,Cleaning,West Coast,23,5263
Kitchen Degreaser XL,26.96,38.49,4636,Cleaning,East Coast,13,5203
Air Freshener Refills 3pk Smart,40.6,70.65,4823,Cleaning,Midwest,32,6249
Microfiber Cloths 12pk V3,43.88,64.17,2133,Cleaning,Midwest,18,8323
Scrub Sponges 6pk Max,27.52,37.2,810,Cleaning,South,12,8907
Rubber Gloves Latex 3pk Pro,26.32,45.28,2188,Cleaning,International,30,5232
Trash Bags 13gal 50pk Advanced,7.01,11.25,2484,Cleaning,East Coast,38,5168
Paper Towels 12-Roll V3,19.99,29.38,970,Cleaning,Midwest,41,5242
Toilet Paper 24-Roll Pro,9.2,13.17,2799,Cleaning,East Coast,30,8719
Hand Soap Refill 1gal Lite,10.09,16.36,3737,Cleaning,East Coast,36,5763
Hand Sanitizer Pump 32oz Basic,3.21,4.94,2500,Cleaning,West Coast,14,7014
Spin Mop System Premium,31.2,40.5,2076,Cleaning,Primary,38,7515
Angle Broom XL,35.17,48.68,1399,Cleaning,Midwest,45,5465
Dustpan Combo V3,28.38,38.47,3376,Cleaning,Primary,49,7582
Vacuum Bags 6pk Pro,34.72,60.06,4499,Cleaning,South,20,8282
Dish Soap Lemon 32oz HD,30.02,52.17,3605,Cleaning,Primary,16,5559
Dishwasher Pods 60pk Compact,14.25,19.79,3398,Cleaning,West Coast,40,6540
Laundry Detergent 100oz Ultra,25.87,36.94,1439,Cleaning,Primary,31,8682
Fabric Softener Sheets 240ct Basic,13.24,18.89,686,Cleaning,South,29,6015
Stain Remover Spray Elite,26.29,37.54,177,Cleaning,East Coast,47,7371
Bleach Concentrate 1gal Advanced,20.57,25.8,4317,Cleaning,West Coast,32,7574
Extendable Duster 10ft Mini,12.79,19.37,1304,Cleaning,West Coast,30,7799
Window Squeegee 12in Max,2.48,3.33,4486,Cleaning,South,36,6381
Toilet Brush Set Mini,25.08,43.45,4660,Cleaning,West Coast,43,5144
Heavy-Duty Plunger V2,24.79,33.53,399,Cleaning,Primary,31,5797
Drain Cleaner Gel 32oz HD,23.03,39.03,4484,Cleaning,Primary,24,8325
Lint Roller Mega 4pk Eco,26.17,39.61,202,Cleaning,Midwest,16,8021
Carpet Cleaner Shampoo Lite+,21.95,31.85,1215,Cleaning,International,14,7382
Wood Polish Spray Mini,33.58,47.49,4060,Cleaning,Midwest,16,7370
Stainless Steel Cleaner Plus,27.88,48.49,2452,Cleaning,International,29,6426
Oven Cleaner Heavy-Duty Premium,3.05,4.48,1003,Cleaning,South,29,6012
Grout Cleaner Brush Set Ultra,36.33,53.97,4574,Cleaning,Primary,29,6006
First Aid Kit 200-Piece Bulk,187.04,239.49,517,Safety,West Coast,8,1622
Fire Extinguisher ABC 5lb Smart,228.93,313.34,586,Safety,International,8,1184
Safety Goggles Anti-Fog HD,58.97,82.59,233,Safety,East Coast,4,1270
Work Gloves Leather 12pk Lite+,189.74,230.86,892,Safety,International,3,1584
Hard Hat OSHA-Compliant Plus,83.64,108.06,338,Safety,Primary,3,1271
Safety Vest Hi-Vis 10pk Eco,79.12,91.57,469,Safety,International,8,1530
Ear Plugs NRR32 50pk Eco,40.13,54.26,529,Safety,International,9,1393
N95 Dust Masks 50pk Basic,24.2,33.19,451,Safety,International,2,1362
Face Shields Anti-Fog 5pk Lite,147.0,193.27,17,Safety,West Coast,4,1697
Steel-Toe Work Boots V2,216.83,281.82,256,Safety,International,9,1256
Knee Pads Gel-Insert V3,117.24,156.74,78,Safety,South,5,1077
Back Support Belt Large Premium,50.62,59.54,362,Safety,Primary,9,1732
Anti-Fatigue Mat 3x5ft HD,188.15,225.78,137,Safety,International,3,1111
Wet Floor Sign Bilingual Standard,116.93,172.33,184,Safety,East Coast,2,1455
Traffic Cone 28in Premium,116.93,154.17,820,Safety,West Coast,5,1750
Fire Blanket 4x6ft Standard,32.9,47.33,341,Safety,West Coast,7,1427
Smoke Detector 10-Year Ultra,225.97,338.15,75,Safety,Midwest,3,1797
CO Detector Digital Advanced,134.85,183.04,424,Safety,Midwest,8,1236
Emergency Kit 72-Hour Pro,6.41,9.32,545,Safety,South,6,1228
Heavy-Duty Flashlight V3,14.2,17.81,693,Safety,South,7,1485
AA Batteries 24pk Mini,102.94,150.88,20,Safety,Primary,10,1542
AAA Batteries 24pk Premium,224.57,298.2,645,Safety,International,2,1769
Extension Cord 25ft 12AWG Max,72.48,107.4,835,Safety,South,4,1569
Power Strip 6-Outlet USB V2,109.76,144.18,278,Safety,South,8,1034
Cable Protector Ramp Ultra,56.73,81.29,864,Safety,West Coast,5,1080
Lockout Tagout Kit Elite,51.2,60.56,97,Safety,East Coast,5,1462
Hazmat Spill Kit 5gal Max,148.6,181.37,772,Safety,West Coast,2,1312
Eye Wash Station Wall Pro,163.53,188.25,929,Safety,East Coast,10,1756
Flammable Storage Cabinet Premium,143.22,197.51,421,Safety,Midwest,6,1501
4-Gas Detector Meter Premium,146.42,205.56,212,Safety,Midwest,10,1707
Small Box 8x8x8 25pk Basic,73.08,93.64,3931,Packaging,East Coast,80,15316
Medium Box 12x12x12 25pk V2,57.57,87.73,9248,Packaging,Primary,33,14573
Large Box 18x18x18 15pk XL,31.74,40.72,9596,Packaging,International,43,12990
Bubble Wrap Roll 175ft Advanced,48.61,59.0,2965,Packaging,Midwest,31,11639
Packing Peanuts 14cu ft Lite+,6.65,8.12,4007,Packaging,West Coast,51,14125
Shipping Tape Clear 6pk Lite,82.33,114.39,8637,Packaging,Primary,78,13306
Shipping Labels 4x6 500ct Max,46.47,61.52,335,Packaging,Midwest,80,11309
Poly Mailers 10x13 100pk Premium,48.24,59.26,5646,Packaging,South,23,12033
Stretch Wrap 18in 1000ft Lite,38.15,53.98,2944,Packaging,International,87,14183
Kraft Packing Paper 25lb Eco,40.54,58.92,9958,Packaging,International,89,12694
Foam Sheets 12x12 50pk Elite,20.87,31.36,1048,Packaging,East Coast,91,17313
Strapping Tape 2in 6pk V2,71.06,103.64,8568,Packaging,Midwest,32,12243
Pallet Wrap 80ga 1500ft Elite,32.01,46.01,4115,Packaging,South,73,14833
Air Pillow Film Roll Max,22.62,35.89,2956,Packaging,East Coast,25,13593
Tissue Paper White 100pk Standard,73.47,100.34,1500,Packaging,International,63,13537
Gift Boxes Assorted 12pk V2,21.58,26.34,6470,Packaging,Primary,83,14526
Satin Ribbon Roll 50yd Lite,61.45,80.61,8148,Packaging,West Coast,24,10693
Gift Bags Medium 24pk Lite,76.54,109.03,114,Packaging,Midwest,52,12415
Kraft Paper Roll 36in x 200ft Mini,89.28,138.81,2696,Packaging,East Coast,24,14602
Corrugated Roll 48in x 100ft HD,12.41,17.61,5139,Packaging,Midwest,84,12701
Whole Bean Coffee 2lb V2,13.35,17.45,2678,Food & Beverage,International,23,4743
Ground Coffee Medium 5lb Lite,27.42,33.66,562,Food & Beverage,Midwest,20,4880
Earl Grey Tea 200ct Pro,39.29,58.58,801,Food & Beverage,International,25,4359
Cane Sugar 10lb Lite,39.41,50.94,2360,Food & Beverage,Midwest,24,3201
Coffee Creamer Singles 100pk XL,42.95,53.78,2889,Food & Beverage,West Coast,19,5247
Paper Cups 12oz 100pk Eco,52.78,68.37,2931,Food & Beverage,Midwest,13,4010
